,nmod,nsubj,xcomp,ccomp,advcl,iobj,mark,obj,obl,case,conj,advmod,nummod,flat,det,amod,acl,discourse,cc,dep:repeat,dislocated,cop,fixed,vocative,parataxis,csubj,ccomp:purp,acl:relcl,punct,advcl:seq,obj:po,nmod:poss,advcl:quote,advcl:conv,obj:lo,ccomp:quote,obj:ro,advcl:cond,appos,advcl:compar,advcl:purp,flat:name,ccomp:obj,csubj:quote,compound,xcomp:lo,conj:q,orphan,aux,compound:pred,nsubj:outer,xcomp:subj,obj:cs,compound:prt,csubj:outer,ccomp:iobj,ccomp:ro,obj:poss,ccomp:poss,ccomp:lo,advmod:q,nmod:quote,dep,aux:pass,nsubj:pass,det:poss,advmod:emph,list,det:adj,obl:tmod,det:pron,obl:agent,expl,det:noun,csubj:pass,compound:svc,obl:arg,advcl:cmp,advcl:relcl,cc:preconj,compound:smixut,obl:npmod,advmod:lmod,obj:agent,obl:lmod,nsubj:cop,aux:exhort,compound:lvc,nmod:npmod,compound:redup,case:loc,nsubj:caus,iobj:agent,aux:ex,aux:caus,flat:range,flat:dist,parataxis:obj,det:rel,expl:pv,goeswith,dep:comp,dislocated:obj,dep:redup,dislocated:subj,dep:conj,obl:mod,dislocated:mod,parataxis:parenth,parataxis:mod,dep:flat,nummod:gov,obl:depict,parataxis:discourse,obl:float,clf,nmod:gen,advmod:neg,flat:foreign,discourse:sp,compound:dir,clf:det,obj:periph,compound:vv,advcl:coverb,mark:rel,compound:quant,nsubj:periph,advmod:df,compound:ext,obl:patient,compound:vo,mark:adv,expl:pass,nmod:tmod,mark:prt,parataxis:rep,nmod:relat,aux:neg,acl:attr,nmod:attr,csubj:caus,flat:vv,nmod:unmarked,obl:unmarked,det:numgov,det:nummod,nmod:desc,det:predet,nmod:gobj,obl:cmp,csubj:cop,advmod:cmp,aux:aspect,compound:nn,aux:imp,xcomp:ds,obl:own,nmod:gsubj,aux:opt,cop:own,aux:tense,expl:subj,advcl:cleft,obj:lvc,expl:comp,parataxis:insert,ccomp:speech,nmod:name,obl:iobj,obl:final,nmod:iobj,nmod:pred,auxpart,obl:subj,obl:obj,case:gen,case:acc,compound:affix,mark:q,discourse:conn,nmod:det,advmod:loc,nmod:att,compound:preverb,advmod:tlocy,amod:att,advmod:mode,ccomp:obl,nmod:obl,ccomp:pred,advmod:que,advmod:to,advmod:tto,obl:lvc,advmod:locy,advmod:tfrom,amod:attlvc,nsubj:lvc,nmod:attlvc,compound:a,nmod:lmod,case:adv,xcomp:pred,obl:prep,csubj:cleft,case:voc,vocative:mention,parataxis:sentence,parataxis:rt,parataxis:hashtag,parataxis:url,expl:impers,parataxis:nsubj,parataxis:appos,discourse:emo,obj:appl,iobj:appl,flat:title,flat:num,dep:ss,dep:agr,aux:pot,advmod:deg,nmod:obj,nmod:subj,nmod:prp,obl:dat,obl:cau,advcl:abs,advmod:tmod,cop:outer,conj:expl,csubj:relcl,advcl:pred,ccomp:relcl,dislocated:nsubj,ccomp:reported,dislocated:advcl,flat:redup,csubj:reported,dislocated:csubj,parataxis:reporting,dislocated:obl,orphan:missing,dislocated:ccomp,flat:gov,xcomp:relcl,cop:emph,case:det,aux:part,cop:expl,dep:mod,obl:sentcon,dislocated:cleft,cc:nc,obl:advmod,nmod:bahuv,parataxis:conj,parataxis:dislocated,xcomp:obj,conj:redup,discourse:participant,discourse:enunc,obl:pronmod,obj:advneg,mark:advmod,nsubj:obj,obj:advmod,obj:obl,advmod:obl,nsubj:advmod,obj:infx,mark:int,nmod:pre,orphan:nsubjobj,aux:perf,aux:fut,aux:hab,nsubj:nc,amod:flat,aux:clitic,nmod:arg,nmod:flat,aux:cnd,discourse:intj,obl:cmpr,xcomp:cleft,advcl:cmpr,cop:locat,advmod:arg,ccomp:cleft,obl:orphan,nummod:flat,aux:q,acl:inf,expl:poss,ccomp:pmod,obl:pmod,advcl:tcl,nummod:entity,compound:coord,advcl:ccomp,obl:instr,nmod:appos,obl:goal,acl:dpct,obl:source,advcl:manner,obl:path,xcomp:result,advcl:dpct,obl:manner,advcl:fin,obl:benef,obl:soc,obl:grad,acl:ptcp,mark:sim,case:sim,advcl:caus,advcl:concess,acl:crel,ccomp:rel,compound:name,advcl:lcl,advcl:consec,acl:cont,acl:pred,compound:vsc,acl:cleft,nsubj:lfoc,nsubj:ifoc,iobj:patient,nsubj:bfoc,obl:inst,obl:poss,nmod:part,discourse:q,dep:der,nmod:comp,advcl:svc,advmod:det,acl:adv,flat:abs,flat:sibl,conj:svc,flat:repeat,parataxis:rel,vocative:cl,parataxis:newsent,dep:alt,nmod:cau,obl:with,det:pmod,advmod:adj,obl:comp,advcl:objective,acl:subj,compound:vmod,appos:nmod,mark:pcomp,compound:verbnoun,flat:number,obl:adj,obl:about,acl:tmod,compound:atov,xcomp:adj,compound:amod,csubj:vsubj,compound:apr,nsubj:xsubj,csubj:asubj,acl:tonp,compound:pron,advmod:dir,nsubj:nn,flat:time,xcomp:vcomp,compound:adj,flat:date,obl:adv,compound:z,nummod:det,xcomp:dir,case:pred,nmod:agent,nmod:redup,flat:frac,obl:appl,obj:caus,mark:plur,dep:infl,dep:cop,dep:aux,dep:pos,dep:emo,dep:mark,dep:ana
Apurina,0.7355085815538398,0.8804577494628094,0.0,0.0,0.9456603046006401,0.0,0.0,0.5797636754064799,0.9994730201859836,0.9182958340544896,0.0,0.5435644431995964,0.0,,0.18312206830137276,,1.0,0.0,0.0,,0.0,0.6500224216483541,,0.0,,1.0,,0.0,0.8078143370811419,,,0.0,,,,,,,0.0,,,,,,0.0,,,,0.9456603046006401,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,1.0,0.0,0.954434002924965,0.9182958340544896,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arabic,0.3150991611084045,0.9053605429710203,0.03923297054538261,0.08517566799847232,0.5358867552391513,0.04038942561240056,0.1587197236118137,0.16434735164139197,0.5128030955105697,0.03713946772103904,0.0,0.9072863265019186,0.9925372661249734,0.0,0.3679769980461485,0.046596108450103105,0.03325809520817737,0.9890934397021431,0.2553329518894906,,0.0,0.5007907817585833,0.0,0.0,0.04028105411480181,0.06479776324328956,,0.018431727475786724,0.7564790801756938,,,0.007047693404102498,,,,,,,0.0,,,,,,0.021068305694532122,,,0.17556502585750278,0.09369072849843053,,,,,0.04751945003840976,,,,,,,,,0.3383648203722537,0.0,0.9922666387194963,,0.799190613867378,,,0.6686245915401698,,,0.0,,0.0,,0.04045888206743502,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenian,0.11924474959662379,0.5641600642767298,0.898839510481537,0.14088149997044047,0.9765730049974314,0.898058793450166,0.0,0.9871796255849248,0.9410805908237072,0.6552787436338827,0.0,0.40448032500338865,0.45255062895548315,0.0,0.009996311261642663,0.025163962070493068,0.7782145935220033,0.3773850374047276,0.06769359830093179,,0.6962122601251458,0.317529115318118,0.0,0.8997437586982626,0.9944495495054527,0.5981427722110395,,0.0,0.9668495437016271,,,0.04124392159082058,,,,,,,0.0,,,0.0,,,0.6451006442088482,,,0.8497511372532974,0.9629082023955098,,,,,,,,,,,,,,0.08807225904068132,,0.9334817045168083,0.0,0.9590215551692691,0.0,,,,0.5699613760403499,0.0,,0.0,0.228538143953528,,,0.9402859586706311,,,,,,,,,0.222284830685688,0.837028113013875,0.18312206830137276,0.0,0.5435644431995964,0.9852281360342515,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assyrian,0.3227569588973982,0.16866093149667025,0.0,0.0,0.9456603046006401,0.0,0.0,0.6500224216483541,0.0,0.0,0.0,0.5746356978376794,,,0.0,0.0,0.0,,0.9043814577244937,,,0.6962122601251458,,,0.0,0.0,,0.0,0.48791799258948587,,,0.0,,,,,,,,,,,,,0.0,,,,0.8524051786494786,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijani,0.2974722489192896,0.0,0.7219280948873623,0.8904916402194913,0.4021791902022728,,0.0,0.0,0.09054385326964295,0.0,0.0,0.39124356362925566,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.3291873443168347,,,0.0,,,,,,,0.0,,,,,,0.41381685030363374,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,0.6500224216483541,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bambara,0.9182958340544896,0.0,0.049460598686410506,0.0,0.893319521833241,,0.3613658040306044,0.011154782417357588,0.31159314612716116,0.370970312634103,0.0,0.828055725379504,0.0,0.0,0.6780378091284508,0.10441907800540785,0.6442142137378307,0.9273127401860706,0.0,,0.419921097375718,,0.0,0.8812908992306927,0.0,,,,0.8626310975673561,,,0.03062975636336413,,,,,,,0.0,,,,,,0.0,,,0.0,0.05220667095140199,,,,,,,,,,,,,,0.5032583347756457,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basque,0.441508397030843,0.6861225124010792,0.6861061407481368,0.9953161287103311,0.957731156775302,0.910945263052362,0.26014536394771426,0.5986628371294712,0.8314743880097293,0.0,0.0,0.7019616187175302,0.9838718920091947,0.0,0.801541296265723,0.9047060628883064,0.1907745962024909,0.944591181931659,0.32665031258292365,,0.0,0.7093568243438073,0.0,0.9103480624345153,0.2192973081321754,0.9972352709488158,,,0.887835109343345,,,,,,,,,,0.0,,,,,,0.6057291411113988,,,0.7845191388986641,0.46814567790191625,,0.0,,,,,,,,,,,,0.09827754424908373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bavarian,0.2318130500245902,0.659171758297845,0.833764907210665,0.29071586546741496,0.9321115676166747,,0.07545830126082836,0.9954626814388841,0.9526282845244416,0.07721662429040307,0.0,0.8515053051061474,0.40320713284374027,0.0,0.013144900111499823,0.07214588924353199,0.0,0.9876925088958034,0.02785505706421857,,0.9852281360342515,0.9354557645575772,0.0,0.954434002924965,0.4770713062193297,0.9852281360342515,,0.0,0.9555617566368326,,,,,,,,,,0.0,,,,,,0.0,,,0.41381685030363374,0.8955333601137407,,,,,0.6136190195993708,,,,,,,,,0.0,0.9777945702913884,0.0,0.0,,,,,,0.4394969869215134,0.9817140837953373,,,,0.9965322634876733,,0.2761954276479391,,,,,,,,,,,,,,,,,,,,,0.9470622432515328,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beja,0.9990102708804813,0.027014133895136627,0.0,0.0374954616578566,0.0,0.0,,0.7734765968600406,,,,0.6368124598033085,0.0,,0.8587579130949384,0.7732266742876346,0.4537163391869448,0.9693253797191862,0.4453002473001343,,0.4854607607459134,0.0,0.0,0.3095434291503252,,,,0.9424805456711842,0.26242056048784906,,,0.03964314068195012,,,,,,,0.0,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,0.6162646142326028,,,,,,,,,,,,,0.0,0.10350169574396713,,,,,,,,,,,,,,,,,,,,,,,,,0.14496929785503337,0.8672816222000259,0.0,0.99819587904281,0.15482894352655235,0.09054385326964295,0.20062232431271465,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belarusian,0.07455615522470962,0.8362108001814454,0.3650269910266881,0.16280226361062028,0.9452225112534104,0.9216767611348495,0.004531636029331355,0.7673806641136469,0.9507031737102625,0.009165248963309803,0.0,0.6115649472692162,0.2967338338872987,0.0,0.20926417572019468,0.1383295086639544,0.7857346599781254,0.8999474990430503,0.018055477456950884,,0.6193821946787638,0.8299868225473715,0.0,0.9995708393473224,0.7965397150448845,0.5803433834379106,,0.011046645941014913,0.995092087067563,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.9548218418556685,0.8620769386453109,,0.5435644431995964,,,,0.0,,,,,,,,0.9996596522652821,0.07240624183937275,0.9473294322905559,,,0.02403192017802982,,1.0,,0.37424015613347195,0.3852851190780997,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15662791705321713,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengali,0.8112781244591328,0.3227569588973982,0.0,0.0,0.0,0.0,0.0,0.362051251733998,0.0,0.0,0.0,0.934068055375491,,,0.9798687566511528,0.0,0.0,0.0,,,,,0.0,0.0,1.0,,,0.0,0.5762914612174369,,,0.0,,,,,,,,,,,,,0.3372900666170139,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhojpuri,0.08896132523030337,0.19420399719011022,0.863120568566631,0.3665780125533459,0.4059770384755711,0.6722948170756379,0.7944901065643071,0.4798320236161285,0.23519338181924143,0.0327572432726291,0.0,0.0,0.3760198509692728,0.0,0.12741851179235877,0.16866093149667025,0.6462516222741292,0.5435644431995964,0.783776947484701,,,0.0,0.0,,,0.7219280948873623,,,0.8194053718464751,,,,,,,,,,0.0,,,,,,0.27236193772777445,,,,0.08168767019691561,,,,,,,,,,,,,,0.7918583525674836,0.0,,,,0.4689955935892812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bokota,0.0,0.0,0.0,0.7219280948873623,0.0,,0.9182958340544896,0.08079313589591118,,0.0,0.0,0.9426831892554922,1.0,0.0,0.8112781244591328,0.0,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.04961407338355302,,,0.0,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,0.5916727785823275,0.0,0.0,,,,,0.5665095065529053,,,,,,0.0,0.21084230031853213,,,,,,,,0.18312206830137276,,,,,,,,,,,,,,,,,,,,,,0.8960382325345574,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bororo,0.4537338754489316,0.06971110262038364,,0.08109569455008188,0.560359815102075,,0.533335465083089,0.016638011234698227,0.34035852578201775,0.0,0.0,0.9962764169814811,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,0.0,,,,0.8389161014172652,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.7522667253056627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breton,0.07470433715479614,0.9995925282675703,0.12394986771100759,0.0,0.5482251174503202,,0.0,0.47543164626872064,0.675667899477234,0.011683709575747596,0.0,0.9745863359066442,0.08283655281361223,,0.045319450014232134,0.5100930822965021,0.11684976092365493,1.0,0.18999075553626754,,0.9182958340544896,0.9805974409917271,0.0,0.0,0.8112781244591328,0.3809465857053901,,0.0,0.7001737785533058,,,0.0,,,,,,,0.0,,,0.0,,,0.2974722489192896,,,0.0,0.931784951154554,,,,,,,,,,,,,,0.8503821170987138,0.8275953315947242,,,,0.0,,,,0.49291577961610966,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026523078704230256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgarian,0.11397020802905504,0.7567304863965468,0.10407299104713826,0.40998606492579537,0.9271267465433863,0.7014890732688956,0.0,0.6965859966444933,0.9203409721625437,0.0,0.0,0.7064866862776612,0.41181169526142025,0.0,0.9808842742240717,0.2167750148701888,0.14631377857571673,1.0,0.013693419636126794,,,0.7326965143071171,0.0,0.9944423248022587,0.1689618266089318,0.7263381481790623,,0.035414463293880996,0.9635444341074907,,,,,,,,,,0.0,,,,,,0.0,,,,0.13081000778201343,,0.0,,,,,,,,,,,,,0.2607225571362465,0.9417537761029984,,,,,,,,0.5789831789312982,,0.4689955935892812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buryat,0.14203778904129175,0.05963722243605954,0.5957610966703236,0.9023932827949788,0.9615882097811684,0.0,0.9182958340544896,0.08871692376491602,0.876716288999464,0.37295752390392545,0.0,0.2888174313994041,0.3291873443168347,0.0,0.34890992773024865,0.12508296719847556,0.3213794252641028,0.8982956820541013,0.8533728188427889,,,0.13303964861069895,0.0,0.0,0.41381685030363374,0.0,,,0.9302419488038715,,,,,,,,,,0.0,,,,,,0.32676597648839784,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2974722489192896,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cantonese,0.0,0.049904623302948606,0.0,0.13675081967072694,0.6193821946787638,0.0,0.954434002924965,0.0,0.9275265884316759,0.9886994082884974,0.0,0.3939152573634121,0.0,0.0,0.0,0.0,0.8704441104104188,0.7844339063542485,0.32744491915447627,,0.0,0.0,,0.6939659673342858,0.0,0.0,,,0.5968551645332453,,,,,,,,,,0.0,,,,,,0.10802319526362832,,,,0.9193639183973745,,,,,,,,,,,,,,,,0.0,,,,,0.08283655281361223,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.058758157105190834,,,,0.0927625979446701,0.0,0.09317131799548933,0.39124356362925566,0.0,0.0,0.10928571467638522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
